relacionada_ma,classificacao_ambientalismo,id,casa,proposicao,sigla_tipo,numero,ano,ementa,tema,autor,link
NA,Positivo,2199285,camara,PL 2517/2019,PL,2517,2019,"Altera a Lei nº 10.257, de 10 de julho de 2001, prevendo a implantação de calçadas ecológicas.",Meio Ambiente e Desenvolvimento Sustentável,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199285
NA,Positivo,2199370,camara,PL 2533/2019,PL,2533,2019,Proíbe construções nas proximidades das barragens de rejeitos.,Meio Ambiente e Desenvolvimento Sustentável,Juninho do Pneu,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199370
NA,Positivo,2199455,camara,PL 2543/2019,PL,2543,2019,Dispõe sobre a instituição de incentivos à produção de energias renováveis não convencionais,Meio Ambiente e Desenvolvimento Sustentável,Mara Rocha,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199455
NA,Positivo,2199467,camara,PL 2546/2019,PL,2546,2019,"Altera a Lei nº 7.802, de 11 de julho de 1989, para dispor sobre o cancelamento do registro de produtos agrotóxicos e afins banidos em países da Organização para a Cooperação e o Desenvolvimento Econômico - OCDE","Agricultura, Pecuária, Pesca e Extrativismo",Paulo Ramos,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199467
NA,Positivo,2199510,camara,PL 2554/2019,PL,2554,2019,Cria o Fundo Nacional de Proteção Animal,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199510
NA,Positivo,2199519,camara,PL 2560/2019,PL,2560,2019,"Cria o selo ""Livre de Crueldade"" como forma de certificação oficial aos produtos e marcas que não realizem testes em animais",Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199519
NA,Fora do tema,2193081,camara,PL 1118/2019,PL,1118,2019,"Obriga hipermercados, supermercados e estabelecimentos similares a disporem de local específico para a venda de produtos provenientes da agricultura familiar.","Agricultura, Pecuária, Pesca e Extrativismo",Marreca Filho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2193081
NA,Positivo,2199980,camara,PL 2609/2019,PL,2609,2019,"Altera a Lei nº 10.257, de 10 de julho de 2001 para determinar à implementação de mecanismos de estimulo a instalação de sistemas de coleta, armazenamento e utilização de águas pluviais em edificações públicas e privadas.",Meio Ambiente e Desenvolvimento Sustentável,Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2199980
NA,Positivo,2200103,camara,PL 2614/2019,PL,2614,2019,"Dispõe sobre a responsabilidade civil do comerciante, fabricante, produtor, nacional ou estrangeiro, e importador de produtos agrotóxicos por danos causados a trabalhadores, agricultores, transportadores, consumidores ou pessoas que comprovadamente hajam entrado em contato com o produto por inalação, manipulação, ingestão ou qualquer outra forma.","Agricultura, Pecuária, Pesca e Extrativismo",João Daniel,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200103
NA,Positivo,2200109,camara,PL 2616/2019,PL,2616,2019,Regulamenta o exercício da profissão de Guarda-parque.,Meio Ambiente e Desenvolvimento Sustentável,Paulo Ramos,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200109
NA,Positivo,2200397,camara,PL 2655/2019,PL,2655,2019,Criminaliza o desrespeito às disposições da Política Nacional de Recursos Hídricos,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200397
NA,Positivo - AL PAREOU REVISÃO AQUI EM 07/03 AS 15H,2200403,camara,PL 2658/2019,PL,2658,2019,Estipula que o Poder Público realize ações de controle e de gestão da emissão de poluentes e de ruídos emitidos por veículos próprios e de uso do transporte coletivo.,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200403
NA,Neutro,2200414,camara,PL 2667/2019,PL,2667,2019,"Permite a permanência de animais nas dependências de shopping centers, supermercados e estabelecimentos congêneres",Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200414
NA,Positivo,2200684,camara,PL 2727/2019,PL,2727,2019,"Proíbe a comercialização de artigos e embalagens descartáveis de plástico em estabelecimentos comerciais instalados em praias, rios e áreas ambientais protegidas.",Meio Ambiente e Desenvolvimento Sustentável,Pedro Lucas Fernandes,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200684
NA,Positivo,2200914,camara,PL 2775/2019,PL,2775,2019,"Estabelece novo marco regulatório para a circulação, a comercialização, a fiscalização e a inspeção de produtos alimentícios artesanais e dos estabelecimentos que os produzem.","Agricultura, Pecuária, Pesca e Extrativismo",José Medeiros,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2200914
NA,Positivo,2201514,camara,PL 2782/2019,PL,2782,2019,"Acrescenta o art. 11-A à Lei nº 11.977, de 7 de julho de 2009, que ""Dispõe sobre o Programa Minha Casa, Minha Vida (PMCMV) e dá outras providências, para os fins de incluir os técnicos agrícolas no âmbito do subprograma denominado Programa Nacional de Habitação Rural - PNHR.","Agricultura, Pecuária, Pesca e Extrativismo",Giovani Cherini,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201514
NA,Positivo,2201538,camara,PL 2790/2019,PL,2790,2019,"Altera a Lei nº 12.608, de 10 de abril de 2012 (Estatuto de Proteção e Defesa Civil), para incluir a prevenção a desastres induzidos por ação humana.  NOVA EMENTA; Altera a Lei nº 12.608, de 10 de abril de 2012, para incluir a prevenção a desastres induzidos por ação humana.",Meio Ambiente e Desenvolvimento Sustentável,André Janones; Áurea Carolina; Dr. Frederico; Gilberto Abramo; Greyce Elias; Hercílio Coelho Diniz; Igor Timo; Júlio Delgado; Léo Motta; Leonardo Monteiro; Padre João; Rogério Correia; Zé Silva,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201538
NA,Positivo,2201751,camara,PL 2801/2019,PL,2801,2019,Institui o programa de reciclagem de resíduos sólidos na rede pública de educação básica.,Meio Ambiente e Desenvolvimento Sustentável,Gustinho Ribeiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201751
NA,Positivo,2201754,camara,PL 2804/2019,PL,2804,2019,Dispõe sobre o percentual mínimo do valor repassado pelo Fundo Nacional de Desenvolvimento da Educação para o Programa Nacional de Alimentação Escolar a ser investido na compra direta de produtos de agricultura familiar e do empreendedor familiar rural.,"Agricultura, Pecuária, Pesca e Extrativismo",Gustinho Ribeiro,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2201754
NA,Positivo,2203128,camara,PL 2852/2019,PL,2852,2019,Estabelece a obrigatoriedade do uso de madeira certificada por todos os órgãos da Administração Pública.,"Meio Ambiente e Desenvolvimento Sustentável;Agricultura, Pecuária, Pesca e Extrativismo",Felipe Carreras,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203128
NA,Positivo,2203150,camara,PL 2860/2019,PL,2860,2019,Dispõe sobre incentivos à geração distribuída a partir de fontes renováveis.,Meio Ambiente e Desenvolvimento Sustentável,Iracema Portella,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203150
NA,Neutro,2203390,camara,PL 2888/2019,PL,2888,2019,Dispõe sobre os planos privados de assistência à saúde animal.,Meio Ambiente e Desenvolvimento Sustentável,Franco Cartafina,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203390
NA,Positivo,2203574,camara,PL 2924/2019,PL,2924,2019,Autoriza a celebração de convênios entre a União e conselhos regionais de medicina veterinária para contratação emergencial de profissionais em caso de desastres; e obriga os responsáveis por desastres ambientais ao ressarcimento de despesas para contratação de médicos-veterinários,Meio Ambiente e Desenvolvimento Sustentável,Fred Costa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203574
NA,Positivo,2203624,camara,PL 2928/2019,PL,2928,2019,"Altera as Leis nos 6.360, de 23 de setembro de 1976, que dispõe sobre a vigilância sanitária a que ficam sujeitos os medicamentos, as drogas, os insumos farmacêuticos e correlatos, cosméticos, saneantes e outros produtos, e dá outras providências, e 12.305, de 2 de agosto de 2010, que institui a Política Nacional de Resíduos Sólidos, para proibir o uso de micropartículas de plástico na composição de produtos cosméticos, e a fabricação, a importação, a distribuição, e a comercialização de sacolas plásticas descartáveis, bem como de utensílios plásticos descartáveis utilizados no consumo de alimentos e bebidas.",Meio Ambiente e Desenvolvimento Sustentável,Luiz Lima,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2203624
NA,Positivo,2204041,camara,PDL 348/2019,PDL,348,2019,"Susta o § 9º do art. 2º da Instrução Normativa nº 12, de 25 de março de 2019, do IBAMA.",Meio Ambiente e Desenvolvimento Sustentável,Ricardo Izar,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204041
NA,Positivo,2204062,camara,PL 3001/2019,PL,3001,2019,"Altera a Lei nº 12.651, de 25 de maio de 2012, para tornar obrigatória a criação de brigada permanente de combate a incêndios florestais nos municípios com maiores índices de queimada no país",Meio Ambiente e Desenvolvimento Sustentável,Bia Cavassa,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204062
NA,Neutro,2204113,camara,PL 3016/2019,PL,3016,2019,Veda que convenção condominial proíba condôminos de tutelarem animais em seus imóveis,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204113
NA,Positivo,2204115,camara,PL 3017/2019,PL,3017,2019,Proíbe o consumo de carne de cães e de gatos em todo território nacional,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204115
NA,Positivo,2204123,camara,PL 3021/2019,PL,3021,2019,Torna inafiançável o tipo penal do art. 32 da Lei de Crimes Ambientais,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204123
NA,Positivo,2204560,camara,PL 3108/2019,PL,3108,2019,Determina que a Revisão Periódica de Segurança de Barragem seja de domínio público e os responsáveis ofereçam treinamento de segurança para as comunidades,Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204560
NA,Positivo,2204564,camara,PDL 294/2019,PDL,294,2019,"Susta os efeitos da Portaria Ibama n° 1.135, de 3 de abril de 2019, que ""Delega competência aos Diretores de Proteção Ambiental, de Uso Sustentável da Biodiversidade e Florestas, e de Planejamento, Administração e Logística deste Instituto, para os fins que especifica e dá outras providências.""",Meio Ambiente e Desenvolvimento Sustentável,Erika Kokay,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204564
NA,Positivo,2204604,camara,PL 3117/2019,PL,3117,2019,"Dispõe sobre o Regime de uso do bioma Cerrado, bem como da sua conservação, preservação, proteção, utilização e regeneração.",Meio Ambiente e Desenvolvimento Sustentável,Vicentinho Júnior,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2204604
NA,Positivo,2205107,camara,PL 3153/2019,PL,3153,2019,"Altera a Lei nº 12.305, de 2 de agosto de 2010, para exigir a elaboração de Plano de Gerenciamento de Resíduos Sólidos para eventos de grande porte.",Meio Ambiente e Desenvolvimento Sustentável,Vavá Martins,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205107
NA,Positivo,2205239,camara,PL 3169/2019,PL,3169,2019,Dispõe sobre a tipificação do crime de perturbação da qualidade ambiental por poluição sonora.,Meio Ambiente e Desenvolvimento Sustentável,Carlos Henrique Gaguim,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205239
NA,Positivo,2205373,camara,PDL 342/2019,PDL,342,2019,"Susta os efeitos da aplicação do Decreto nº 9.806, de 28 de maio de 2019, que ""Altera o Decreto nº 99.274, de 6 de junho de 1990, para dispor sobre a composição e o funcionamento do Conselho Nacional do Meio Ambiente - Conama"".",Meio Ambiente e Desenvolvimento Sustentável,Alessandro Molon,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205373
NA,Positivo,2205388,camara,PDL 340/2019,PDL,340,2019,"Susta os efeitos do Decreto nº 9.806, de 28 de maio de 2019, que altera o Decreto nº 99.274, para dispor sobre a composição e o funcionamento do Conselho Nacional do Meio Ambiente - Conama.",Meio Ambiente e Desenvolvimento Sustentável,Ivan Valente,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205388
NA,Positivo,2205470,camara,PL 3214/2019,PL,3214,2019,Dispõe sobre obrigatoriedade de implantação de logística reversa para recipientes de armazenamento de gás natural veicular.,Meio Ambiente e Desenvolvimento Sustentável,Edna Henrique,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205470
NA,Positivo,2205479,camara,PDL 341/2019,PDL,341,2019,"Susta o Decreto nº 9.806, de 28 de maio de 2019, que altera o Decreto nº 99.274, de 6 de junho de 1990, para dispor sobre a composição e o funcionamento do Conselho Nacional do Meio Ambiente - Conama.",Meio Ambiente e Desenvolvimento Sustentável,Célio Studart,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205479
NA,Neutro,2205521,camara,PL 3226/2019,PL,3226,2019,"Autoriza a pessoa física ou jurídica a realizar doações, de modo facultativo, para os fundos Municipais, Estaduais e Nacional do Animal doméstico diretamente em sua Declaração de Ajuste Anual do Imposto sobre a Renda da Pessoa Física ou Jurídica, e dá outras providências.",Meio Ambiente e Desenvolvimento Sustentável,Uldurico Junior,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205521
NA,Positivo,2205541,camara,PDL 345/2019,PDL,345,2019,"Susta a aplicação do Decreto nº 9.806, de 28 de maio de 2019, que altera o Decreto nº 99.274, de 6 de junho de 1990, para dispor sobre a composição e o funcionamento do Conselho Nacional do Meio Ambiente - Conama.",Meio Ambiente e Desenvolvimento Sustentável,Rodrigo Agostinho,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205541
NA,Positivo,2205603,camara,PL 3231/2019,PL,3231,2019,"Altera a redação de dispositivos do Decreto-Lei nº 4.238, de 8 de abril de 1942, e da Lei nº 9.605, de 12 de fevereiro de 1998, para proibir o manuseio, a utilização, a queima e a soltura de fogos de artifício e artefatos pirotécnicos de qualquer classe em eventos realizados com a participação de animais, em áreas próximas a zoológicos, santuários e abrigos de animais, em parques públicos e em áreas de preservação permanente.",Meio Ambiente e Desenvolvimento Sustentável,Celso Sabino,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205603
NA,Positivo,2205604,camara,PL 3232/2019,PL,3232,2019,"Dispõe sobre Cães Comunitários, estabelece normas para seu abrigamento e dá outras providências.",Meio Ambiente e Desenvolvimento Sustentável,Reinhold Stephanes Junior,https://www.camara.leg.br/proposicoesWeb/fichadetramitacao?idProposicao=2205604
